,reviews,Sentiments
20030, Good product. And very useful for babies. ,1
20031,really liked the products n quick delivery.,1
20032,same as shown. satisfied with the purchase ,1
20033,Achi quality hai per over price hai product,0
20034,Really amazing quality is superb I love it,1
20035,Thanks very nice quality and good service,1
20036,awesome products  I'm really impressive ,1
20037,nice product easy to use super quality ,1
20038,"behtarin.. ..good quality product hy..
",0
20039,it's amazing in quality keep it up👍👍,1
20040,Very good quality and quick service.🤗,1
20041,"This is awesome,  highly recommended ",1
20042,good very good baby spoon and bottle,1
20043,good quality hai bot achi cheez hai ,1
20044,Excellent product with safe packing,1
20045,loved this product  bought 4 times,1
20046,That was awesome i really like it ,1
20047,same as shown in pic...... thanks,1
20048,Good product same as photo thanks,1
20049,Thanks for such a useful product,1
20050,both mazy Ka tha thanks 😊 daraz,1
20051,good product totally recommend ,1
20052,good quality and worth of price,1
20053,soft stuff.amazing product....,0
20054,beat quality thanks to seller ,1
20055,Very good quality recommended ,1
20056,buht buht acha thanks so much,1
20057,Good product really satisfied,1
20058,"Thank you sir 
same recieved",1
20059,Good Product. very satisfied,1
20060,very good pasy vasol ho gay,1
20061,nice product. good quality,1
20062,v good quality satisfy ,1
20063,execllent same as shown,0
20064,best quality good items,1
20065,Very good quality.  ,1
20066,quality is so good,1
20067,its good im happy,1
20068,Same as it is.. ,0
20069,good products ,1
20070,Ye ghlt de ha ma ny china ghobhe order ki the mgr ye to bndghobhe bhj de app ny,1
20071,All the items is Good,1
20072,Very nice and fresh,1
20073,I didn't recieve it and when I asked the delivery guy that its missing he told me that It will be given to me the next day but it never arrived. I even paid for it. ,0
20074,"i have already kimchi with it but like it was really good and fresh.
i was actually surprised by the quality it was really good will order it again",1
20075,"My change was less than 50 rupees, sir ... the courier did not bring change.  and that's left alone.",0
20076,"Veg and fruits are all really fresh and you people doing awesome job, ee are very happy",1
20077,this time quality not super like previous one  ,-1
20078,Rotten and dirty! Full of fungal infection. ,-1
20079,Still waiting for cabbage bad service ,-1
20080,Good seller -- will purchase again.,1
20081,Satisfied. Quick enough delivery.,1
20082,"Just as described, Thank you!",1
20083,very fresh and good quality.,1
20084,It was fresh and clean.,1
20085,"assalam u alikum i got my order so early the onion were very fresh and cheap. cheap then market price i like dfresh so much cheap rate and fast delivery i recommended this to everyone to buy this we have so many friends who wanted to try these delightful fruits and vegetables, based on our ravings about the product.keep growing them and we will keep eating them inshallah thanks.",1
20086,Very  good in quality and quantity. They are reasonable in price. it is a great  convenience to purchase from Daraz  alhamdulilah ,1
20087,Fresh vegetables. Very good packing and timely delivered. I am very satisfied with Daraz fresh Mart. Thanks Daraz,1
20088,Fresh fruits and vegetables. Timely delivered. Reasonable price. And free delivery above 4kg orders. Nice gesture by daraz for free delivery:) . Thanks daraz. Thanks dfresh.:),1
20089,very good product fresh and 100 organic very good packing all vegetables and fruits from daraz are good delivered in a day must buy recommended,1
20090,I have ordered vegetables from daraz. one day ago I ordered from and received vegetables on next day at my door step. the price is also lsss from market and received fresh items. I am regular customer of daraz.,0
20091,yesterday I ordered vegetables from daraz and received on door step nxt day. All items are fresh and good siZe. I am regular customr of dfresh. I suggest to all customers to purchase vegetables from daraz. once again daraz to delivering me at door step in corona situation.,1
20092,Amazimgly rceived good quality Red Onion  with proper packing.  I am happy with Daraz due to Covod-19 because Daraz is providing good offer during stay at home.,1
20093,First of all I am thankful to Daraz for delivery of fresh and premium quaity vegetables and fruit. I buy ftesh vegetables/fruit from Daraz (Dfresh) since long and even no single complaint noted. Daraz online shopping platform infact a symbole of Quality product. I recommend to buy from Daraz,1
20094,The onion are soggy and not upto the mark . They were really small and soggy in texture ,0
20095,"Good service by daraz, timely delivery and fresh vegitables. Recommended.",1
20096,"As described, the Onion good quality, arrived quickly, in reasonable price. Quality of the wrapping is also high-standard. I Highly Recommend this Seller. I would buy again and again.

Due to high risk of covid in markets i prefer to buy online vegetables from Daraz.  Daraz is trustworthy platform for online shipping.",1
20097,delivery should me more fast but the product was accurate and good quality daraz is produced good product but should be delivering in 18 hour but overall good product recommend.,1
20098,"Fresh and quality vegetables,  rate is little bit higher but worth paying it.  Recommend. Keep working like this",1
20099,"I received fresh Onion which is very necessary for our daily food and make our foods tasty.  Received in well packing and fast delivery

I am much happy and always prefer to buy fresh vegetables and fruits from Daraz. Because I receive fresh and reliable vegetables/fruits  in reasonable price without wasting any time.",1
20100,Good quality and fresh Onion received. I always trust and thanks to Daraz n Seller for providing good quality vegetables. I also recommend to buy online good quality vegetables.,1
20101,I received my order of DFresh. The item received same as described and good quality Onion. I am satisfied for delivery of quality product. Recommended to buy DFresh online from Daz.,1
20102,"Very fresh vegetables,last time it was not as fresh as it should be due to hot weather i think but this time I'm satisfied... thanks dFresh👍",1
20103,"Wonderful Experience of buying Fruit/vegetables fom Drfresh. I ordered at night and it was delivered in morning. Packing was so beautiful and the fruit/vegetables were fresh and clean. Prices are low as well as compare to local market. Moreover, delivering was free too. what else i do expect. Fully Fully Recommended to all. ",1
20104,"i receved fresh onion in very nice packing within 15 hours.  I love to buy vegetable through Daraz because it is time and money saving. 
Recommend to buy theough Daraz.",1
20105,i am much happy to receive good quality onion . Honestly well in time delivery. Proud of Daraz for Dfresh product.,1
20106,"I received fresh Onion (Pyaz) with good packing and fast delivery. Onions contains antioxidants and compounds that fight inflammation, decrease triglycerides and reduce cholesterol levels ... all of which may lower heart disease risk. Their potent anti inflammatory properties may also help reduce high blood pressure and protect against blood clots.

I am much happy and always prefer to buy fresh vegetables and fruits from Daraz. Because I receive fresh and reliable vegetables/fruits  in reasonable price without wasting any time.",1
20107,Good quality and Premium Onion received.  I always recommend this seller because the seller ever provide fine quality items.,1
20108,First of all I am thankful to Daraz for delivery of fresh and premium quaity vegetables and fruit. I prefer to buy ftesh vegetables/fruit from Daraz (Dfresh) since long and even no single complaint noted. Daraz online shopping platform infact a symbole of Quality product. I recommend to buy from Daraz.,1
20109,Amazing - Fresh and fast delivery of Onion. I am so happy to buy online fresh vegetables through Daraz. Recommend to buy online from Daraz.,1
20110,very great packing and fresh product also find it on low price 💯 recommended delivered with the 24 hours,1
20111,I am much happy and always prefer to buy fresh vegetables and fruits from Daraz. Because I receive fresh and reliable vegetables/fruits  in reasonable price without wasting any time.,1
20112,very great packing and fresh product also find it on low price 💯 recommended delivered with the 24 hours,1
20113,very great packing and fresh product also find it on low price 💯 recommended delivered with the 24 hours,1
20114,Receive order very nxt day... order was fresh and quality wise perfect... it was my first order happy buyer ,1
20115,i am very happy to find fresh Onion.  I always trust on Daraz to buy fresh vegatbles. Delivery made well in time. thank u Dz and seller.,1
20116,Onions were received as per my requirement. Red Onions are uniform in size.  Daraz is the best source of quality product. ,1
20117,I am much happy and always prefer to buy fresh vegetables and fruits from Daraz. Because I receive fresh and reliable vegetables/fruits  in reasonable price without wasting any time,1
20118,I received my order of DFresh - Onion. The item received same as described and good quality. I am satisfied for delivery of quality product. Recommended to buy DFresh online from Daz.,1
20119,Thank you for delivery of fresh and good quality Onion. I always recommend to buy fresh and quaity vegetable from Daraz. Because I am fully satisified with Daraz.,1
20120,Great.. Fresh and fast delivery of Onion. I am so happy ti buy online fresh vegetables through Daraz. Recommend to buy through Daraz.,1
20121,delivery should me more fast but the product was accurate and good quality daraz is produced good product but should be delivering in 18 hour but overall good product recommend.,1
20122,I regularly buy vegetables/fruits through Daraz.  As usual this also received the fresh and good quality Onion. Thanks Daraz n Seller too.,1
20123,Premium  quality  onion was delivered  really  happy to purchase it.  Good in quality and quantity ,1
20124,Slightly expensive than market price but very neat and clean. Delivered very next day. ,1
20125,"I ordered 1 kg Red Onions and 2 kg the other Onions, but I got 3 kg of Red Onions.",0
20126,"Quality, packing and delivery all are good. Recommend 👍happy shopping daraz. ",1
20127,"Medium to large sized onion, clean packaging",1
20128,"Nice product😊
Good taste ☺️
Good packing👌
Delivered in time
Recommended 😊
",1
20129,Good quality product. Highly recommended. ,1
20130,"fresh and good 
quick delivery 
low price as compare to local market ",1
20131,v gud experience .. on time delivery...now there is no need to go to shop and buy vegetables..its my 3rd order ..recommended to all...fresh vegetables,0
20132,supplied expired eggs .... two eggs were damaged when taking out of the package  because those were old eggs stuck to the styrofoam packing. ,-1
20133,"Tried dfresh service first time in 2020 since then i am their regular customer... why dfresh?
1. They don't compromise on quality and quantity.
2. Their rates are less then market rates.
3. Delivering fresh and clean vegs and fruits on your doorstep within 24 hrs.
I just love their service totally recommended... 🎀

",1
20134,I never expected to receive prime quality Red Onion and at a very reasoable price. So I give five stars. Shipment was received withen 24 hours.,0
20135,fresh vegetables nice quality and quantity delivered on time very friendly 100% satisfied I recommend it,1
20136, Good A-class Quality product with free home delivery. Although it takes more than 24 hrs to deliver but its reasonable,1
20137,Very good experience of shopping vegetables from daraz. Every thing delivered in very fresh form and well packaged. I recommend every body to buy vegetables from daraz. The most important is that delivery is very fast. Every time I used to order after evening and vegetables are delivered before 12pm in the next day. ,1
20138,"One or two onions were medium sized, but most were really small! The onions were also not fresh. Some were rotten from inside. Please improve quality, specially in the time of this pandemic. This can  be a really good service if you improve and maintain product quality. ",1
20139,"Great packing, fresh veggies and fast delivery. Got on same day.
",1
20140,Good onion delivered within 24 hours. Good service. Recommended,1
20141,"Good quality, nice packing at market rate with free shipping ☺️",1
20142,Fresh and nicely packed.Fast delivery D fresh Islamabad good..,1
20143,good quality and fresh product. delivered on time. well packed,1
20144,Fresh and clean vegitables. thanks daraz for great service. ,1
20145,Piyar are very good and one sized onion and fast delivery ,1
20146,fresh goods and timely delivery. Ordered again as well.,1
20147,Great size and quality. ,1
20148,payaz achy han but market me Rs. 50/kg me available hn.,0
20149,fresh goods and timely delivery. Ordered again as well.,1
20150,the onion delivered are not Red onion. I paid higher for Red onions not the normal ones.,0
20151,Good quality onion in reasonable price. saved my time.,1
20152,Bhhhhttttttttttt achi quality bhhhtttttt zbrdstttttt thank you so much جزاک اللہ خیر 🤲,1
20153,Amazing speed delivery. fresh products received. thank you! will buy again InShaAllah.,1
20154,"Fresh product, proper packing and handled with care",1
20155,Thank You Dfresh for Sending fresh stock thank you,1
20156,onions are good.,1
20157,good and fresh ,1
20158,fresh and just next day delivery Keep it up 😍,0
20159,Good quality,1
20160,Fresh and nicely packed. Received in 2 days. ,1
20161,Great work Daraz. Thanks for the wonderful and Fresh vegetables and Fruits.. ,1
20162,"fantastic 
size is well as per requirement ",1
20163,Good quality onions. Fully satisfied 👍🏻 ,1
20164,Fresh onion were delivered at lower price.,0
20165,All.fruits vegetables r fresh highly recommend I definitely buy next time ,1
20166,v good quality and size. happy with the purchase. delivery is timely too.,1
20167,"superb 👍
dry onion
highly recommended ",1
20168,great service as always.happy shopping,1
20169,Fresh Onion received at lower price.,0
20170,fresh and good. highly recommended ,1
20171, thanks dfresh for natural and good vegetables . Nyc size and fresh ,1
20172,Onion is good quality.  nice item.,1
20173,Good quality.  Packing is also ok.,1
20174,Fresh and fine quality. Thx Daraz,1
20175,So fresh 👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼,1
20176,"fresh and good 
timely deliver ",1
20177,Nice product and good quality ,1
20178,Nice packing and fresh product,1
20179,Very nice and fresh onions👍🏼,1
20180,"zbrdst dry onion
recommended ",0
20181,i ordered red onion.but they send me white onion.pic attached,0
20182,"I received my order of DFresh - Onion. The item received same as described and good quality. I am satisfied for delivery of quality product. Recommended to buy DFresh online from Daz.
",1
20183,"Saf or fresh
Bht ache piaz hmesha ki trhe
Thank you draz",0
20184, Very good in quality ,1
20185,"Nice n fresh, timely delivered .  Seller is recommend",1
20186,Piyaz quality was not fine. Small in size and dried ,0
20187,fresh dried onions,0
20188,good quality ....,1
20189,Onion was fresh but not red. Regular light orange,0
20190,Fresh Products ,0
20191,"I am regular customr at de fresh store
Thank you",1
20192,Great fresh,1
20193,The onions look fresh would recommend 10/10,1
20194,So tasty and fresh make me a regular buyer,1
20195,Itne ache or fresh iaz thank you draz,0
20196,good quality nice time for delivery,1
20197,Fresh and quick. Satisfactory.,1
20198,"Good quality,  I recommend it.",1
20199,Tanks for fresh n nice vegez,1
20200,recommended on time delivery,0
20201,nice quality and quantity ,1
20202,Thank you de fresh holders,1
20203,Awsome quality everytime,0
20204,Always good n fresh piaz,1
20205,Awsome quality everytime,0
20206,fresh and good quality,1
20207,Good as always.on time,1
20208,always good on time,1
20209,Nyc v good onions. ,1
20210,Best onions. 👍🏼,1
20211,happy to purhse ,1
20212,great n fresh ,1
20213,good quality ,1
20214,fresh onions ,0
20215,Recommended ,0
20216,Recommended ,0
20217,Fresh,0
20218,fresh,0
20219,Good one.,1
20220,It was ok,0
20221,Thank you,1
20222,Fresh,0
20223,Fresh,0
20224,Ordering groceries through daraz has made life so easy. All the vegetables are fresh and as advertised.,1
20225,"Superb Quality, very fast delivery and very good packaging. The service is the need of every person. ",1
20226,"I was missing Karela and Melon from my order of nearly 25 items. The delivery driver took the money and did not delivery all items. I do not trust this service. Please Do Not order from this vendor. 
This was my first order and was a fraud case. No resolution from Daraz customer service as well.BAD",-1
20227,"I as senior citizen feel that it was good experience. All the items supplied, though we're not 'premium"", but we're satisfactory. Prompt delivery next day of the order posted is also appreciable.",1
20228,dfesh is my favourite platform to buy fresh and A one quality of fruits and vegetables. highly recommend. thanks a lot  daraz,1
20229,I will make sure everyone will get to know about daraz store and will purchase amazing vegetables at cheapest rates...I am loyal customer of daraz and always love them❤️❤️❤️❤️,1
20230,"i am a regular buyer of d fresh,my experience is great,Alhamdu Lillah .get all the goods fresh n cheaper than market",0
20231,Ordered first time from dfresh.Had an amazing experience.All the items were fresh and nicley packed.Delivered in 2 days.,1
20232,"Great quality vegetables and fruits, packaged very well and on such cheap prices for fresh produce! Highly recommended",1
20233,"good stuff but not red onion,I was expecting red onions as shown in picture ,and I was told that I will get red onions",0
20234,"Premium quality items & quick delivery. 
Good job daraz. 
We are your regular customers
The delivery was on the next day of order moreover items were fresh and of high quality",1
20235,"This is my 4th order of vegi from daraz, my overall experience is very good. They are offering free delivery on fresh fruit and vegetables. Vegetables and fruits are always fresh and in good quality. Their prices are always cheap then the market retailers.",1
20236,"Great prices, fresh products, good communication on the app, delivery on time and fantastic packaging. ",1
20237,I love daraz vegetables .they are 100% fresh and every vegetable is available at cheapest rates...more people should do purchase these items only from daraz ...I purchase on regular basis🙂🙂❤️❤️❤️,1
20238,"onions were not delivered. delivery man shared that due to a large order, they were short of onions. whereas I had ordered two days before. anyhow... ",1
20239,"Always great to have neat, clean vegetables from daraz. below than market price and good quality. 
keep it up Daraz",1
20240,"The quality of vegetables was outstanding, clean, and well packed. Vegetables were not damaged during transportation and kept very nicely. The freshness was preserved and delivery was made within 24 hours. Rates charged were also lower than the local market. The overall experience was very good",1
20241,Items is of top international standarda It has been few months i order items foam daraz and they are always top in quality and awsome price,1
20242,Fresh ever I ordered almost 10 times I am well satisfied with product freshness and packaging delivered very soon. thanks dfresh and daraz.,1
20243,"Initially the quality and delivery time both has been good. But last order was more than disappointing in terms of delivery time and quality both. Concerned must consider my honest reviews. First time when I ordered, all items were super premium, but now, not even close. I'll try one time more, and if same, I will quit ordering here.",1
20244,"the onions were not red, over all satisfied. but the price is  high as compared to the market price",0
20245,"Good products quick delivery 
i am really happy with my order 
thankyou daraz- dfresh islamabad .",1
20246,"dfresh item were travel whole day in non-AC van, due to summer item was not as fresh as claimed.",0
20247,"Next  time if I get white onions instead of red ,I will return back along with the other items",0
20248,its second time i order red onion like you mention and show in picture but end me gold onion ,0
20249,each and every thing is fresh and well packed. Deliver at door step. price is responsible 😁,1
20250,very very nice product and price and very very good n quick service thanks alot defresh ,1
20251,we like your service. we have decided to buy our grocery from you in future. thanks,1
20252,Fresh n Well Packed; Delivered little late but there wasn't any damage to the item.,1
20253,"I bought around 10 items, all the vegs are fresh, good quality and timely delivered",1
20254,"The item received was fresh n nicely packed.
T H A N K S    D A R A Z  !  !  !",1
20255,"Fresh items as if delivered from garden
A review from Your regular customer💓",0
20256,I am ordering vegetables for week since a month and providing great quality ,1
20257,"Perfect, delivered within 24 hrs with exact market rate. Highly recommended.",1
20258,oniion under say yellowish brown kharab thy this tym really v disappointed,-1
20259,Had complaint before but now received great quality as received first day.,1
20260,"They were of high quality. Fresh, clean and not even a single rotten item.",1
20261,"Really recommed D fresh. Always delivet A+ quality and fresh items
Thanks",1
20262,this time papaya was not delivered but Daraz paid back the amount in cash,0
20263,"good quality product. even after a long time, onions have not went bad.",1
20264,Good quality. ideally vegetables should be delivered before 12 noon. ,1
20265,Good quality but the onions should be mixed like big and medium pcs. ,1
20266,"I ordered 6 kg onion in mix size , while u send all big size  onion.",0
20267,"Fas delivery..  Fresh vegetables .. Paisy wasool
Happy customer ☺️🙂",1
20268,"Fas delivery..  Fresh vegetables .. Paisy wasool
Happy customer ☺️🙂",1
20269,"Fas delivery..  Fresh vegetables .. Paisy wasool
Happy customer ☺️🙂",1
20270,"Fas delivery..  Fresh vegetables .. Paisy wasool
Happy customer ☺️🙂",1
20271,"Quality produce, home delivered on competing price as sabzi mandi! ",0
20272,order placed and payment made for 03 kgs. but received only 01 kg.,0
20273,quality looks good but size is very big which is a turn off for me,0
20274,"Very fresh items😍 , but it took more than 48 hours to deliver 😔",0
20275,"Well Done! As I expected..
Delayed shipping: Needs to improve ",1
20276,"Fresh and  quality, fast delivery, good packing shukria daraz",1
20277,"Nicely Packed;
Delivered early than expected;
Thanks Daraz!",1
20278,"good delivery service, satisfied with order. Welldone daraz",1
20279,Excellent quality and quick service! Strongly recommended.,1
20280,Fresh vegetables having good experience with the seller. ,1
20281,They have stopped doing one day delivery for some reason.,0
20282,Very good looking from outside but from inside smelly ,0
20283,Great fresh product delivered on time and at doorstep,1
20284,Nice and fresh. the delivery was pretty fast as well ,1
20285,"good price fresh vegetables and quick delivery 💯,👍",1
20286,Love their A+ and fresh quality. Always recommended,1
20287,All vegetables ae very fresh satisfied with d fresh,1
20288,"I ask for red onions and yourself white onions,WHY?",0
20289,nice and fresh vegetables with in time delivery. ,1
20290,Superb and excellent. More than my expectations.,1
20291,best quality and fresh product in minimum price.,1
20292,"Just as described and fast delivery, Thank you!",1
20293,"Excellent service
Fresh vege
Highly recommended",1
20294,its good and fresh with less rste from market.,1
20295,Very good and fresh products delivered in time,1
20296,"so far so good, keep it same in future as well",1
20297,fully satisfied MashaAllah everything is best ,1
20298,"-Best quality
-Fast delivery 
-Best quantity ",1
20299,OK all items are in order and good Condition ,1
20300,"As always good experience, recommended store.",1
20301,"Great experience, good service, fresh things",1
20302,"Nicely Packed; Fresh n Tasty!
Thanks Daraz!",1
20303,Very Bad quality and expensive than market.,-1
20304,as always very good experience with daraz,1
20305,Fresh n Well Packed; Delivered in time.,1
20306,Nice packing and in very good condition,1
20307,Same great quality and quick delivery.,1
20308,quantity was 200gm lesser than ordered,0
20309,"Really Good Product.
Fast Delivary.
",1
20310,Awesome.. Fresh quality vegatables. ,0
20311,gud quality as always thanks dfresh,1
20312,fine with purchase. good and fresh.,1
20313,good price and home delivery free,1
20314,"good quality onions, satisfied 👏",1
20315,Onions are very good in quality ,1
20316,Nice medium sized fresh onions ,1
20317,Prices are higher than market.,0
20318,"Just as described, thank you! ",1
20319,onion are very good and fresh.,1
20320,Just as described! Thank you ,1
20321,Timely Delivered; Item is OK.,1
20322,"Just as described, thank you!",1
20323,Just as described! Thank you ,1
20324,Good but delivered on 3rd day,0
20325,"Just as described, thank you!",1
20326,"Just as described thank
You!",1
20327,Received onions as expected.,0
20328,Good Quality Onion received ,1
20329,fresh and quality vegetable,0
20330,very fresh on lowest prices,0
20331,very good and fresh product,1
20332,Very good quality and fresh,1
20333,Fresh and fine. Thx Daraaz,1
20334,nice product. Recommended.,1
20335,not really red are they :(,-1
20336,Fresh and timely delivery.,0
20337,Good quality and service. ,1
20338,fresh in reasonable price,0
20339,Well packed good quality ,1
20340,good quality and quantity,1
20341,A few pieces were rotten.,-1
20342,fresh product recommended,1
20343,Good quality. thank you.,1
20344,Always fresh and on time,0
20345,Always fresh and on time,0
20346,arrived as advertised :),1
20347,Always fresh and on time,0
20348,fresh and good quality.,1
20349,Fresh n Timely Received,0
20350,Fresh and nice packing.,1
20351,Superb quality product ,1
20352,Fresh and well packed ,1
20353,Always fresh and nice!,1
20354,fresh and well packed ,1
20355,always the fresh i got,0
20356,Nice and fresh onions,1
20357,Best Quality Product,1
20358,Very Good Experience,1
20359,Very good quality ,1
20360,great n real fresh,1
20361,Very good thanks ,1
20362,Quality was good.,1
20363,onions were fresh,0
20364,behtreen quality,0
20365,as usually great,1
20366,Happy with it !!,1
20367,bohat achay hain,0
20368,Quick and fresh.,0
20369,good experience,1
20370,Perfect as ever,1
20371,good experience,1
20372,good experience,1
20373,good experience,1
20374,good experience,1
20375,Fresh and good ,1
20376,ala quality the,0
20377,It Was Not Red ,0
20378,good experience,1
20379,nice as always,1
20380,Poor quality! ,-1
20381,Good condition,1
20382,"Quality was good as expected, though slightly bigger in size...",1
20383,best service ,1
20384,Good quality ,1
20385,good quality ,1
20386,Best Quality ,1
20387,Good quality,1
20388,Good Quality,1
20389,Best onions.,1
20390,Always fresh,0
20391,Best Quality,1
20392,Recommended,0
20393,Good onions and exactly as advertised.,1
20394,"Good quality Onions.
",1
20395,Theek tha ,0
20396,Fresh good,1
20397,VERY FRESH,1
20398,Nice fresh,1
20399,satisfied ,1
20400,Very Fresh,1
20401,Not fresh,0
20402,it was ok,0
20403,Its good ,1
20404,"fresh , ",0
20405,thek thy,0
20406,Fresh ,0
20407,Fresh ,0
20408,fresh ,0
20409,Fresh,0
20410,Fresh,0
20411,fresh,0
20412,product was good but seller sand me girls cartoon charecter otherwise good product size is not small lakin mme boys k lya order kia tha mickey mouse wala ,1
20413,same as shown..good product for children,0
20414,Quality is same as described and shown in picture but I specially msg for boys character but they sent me Elsa 🤔🤔😏😏😏,0
20415,"what a impressive delivery I like it very much thanks 
daraz",1
20416,goodone but the seller don't have boys cartoon he told me when I order then i order a girl printed instead of boys... anyhow satisfied with seller and his behaviour was also good...,1
20417,"Really good, ordered for toys storage these are definitely worth buying. highly recommended",1
20418,Amazing. Cartoon character delivered to me was the exact one i ask for. Very nice.,1
20419,gud quality product recommended seller thanks,1
20420,Awsum I like the product very much ,1
20421,"The battery was very good and it is giving very good flight timing to my drone.
The seller is also very good as he wrapped it into bubble wrapping",1
20422,Battery came with connecter.  Good battery timing.  Using it for drone. Pakaging was good.  Received the battery in working condition. ,1
20423,"Very good quality , Well packed , Well delivered , Very nice seller. Recommended to all of ya!",1
20424,"100% satisfy
it gives better result than the battery which come with drone
it gives 20-25 min fly time",1
20425,"best product thanku seller product is same as picture....
very good experience with daraz and seller....most powerful battery.",1
20426,Good product with good drone flying time ,1
20427,Seller was very cooperative and the product is fully working condition. totally satisfied. Recommended ,1
20428,best product in working condition recommend aot I used it for my koome k3c works perfectly very nice seller,1
20429,"excellent product and excellent service , seller also very nice and very helpful as regards to the support, shipping was also very fast , took less time than usual, totally recommend buying products from this seller.",1
20430,"Its bigger than what i required, i think its dimensions shud also hv been mentined ",0
20431,"buhat achi quality hai
really satisfied",1
20432,We Received Original Hot wheels item. Thanks.,1
20433,"Very good product, value for money. Look like part of commode. Product timely  reached at daraz warehouse but Delivery boy provide the same litte bit late. Overall seller is recommended for buying anything available at their shop. ",1
20434,"Best quality good parking. Seller recommended 
",1
20435,"Good product
Thank s daraz and saller🥰",1
20436,"Very Good experience.. Good packing and service, thanks Daraz..!!",1
20437,I ordered a squatty potty and look what I got instead. 😡,0
20438,very good quality,1
20439,Very Solid & Sturdy with Non-Slip Rubber feet,0
20440, It works well and is easier than other toilet stools to maintain. ,1
20441,"Good Product. 
using it regularly ",1
20442,"Good Quality Product. Height is suitable for Old style 16-17 inch comode. 

Not suitable for comodes with shorter height 14-15 inch. for that please introduce shorter height stools.",1
20443,"its practical, people who wants to use must adjust his/her leg distance from WC enabling them to sit comfortably. for older certainly they will feel the WC seater spiky which is not, because of less flesh in thigh so buy one cushioned seat where you sit conveniently",1
20444,Very Solid and Sturdy Plastic Stoll with Rubber on feet for non-Slip... Bought 5 pcs and very Satisfied...,0
20445,"Excellent product. Looks like imported. Same as in pictures, and same as other reviewers have written about.",1
20446,I was quite happy with my first purchase of the same item. This time I ordered two abs got yellow ones instead of white.  ,1
20447,Excellent quality and very good n useful product. Efficient delivery. Well packed. Thank u seller,1
20448,"Good quality, fair price, effective seller communication, quick shipping. Totally recommended!",1
20449,"Very Good Sturdy Product, thats my 4 or maybe 5 purchase... All Washrooms must have it!",1
20450,I wanted white. Want to return. I need  in white colour as the flush is pure white.  ,0
20451,Great product at awesome price with fast delivery!.....I highly recommend! ,1
20452,Good material quality product  but little problem if some height lower ,-1
20453,Sturdy and gets the job done. Lowest price on the market as well. ,0
20454,very sturdy and useful. Highly recommended for long term health ,1
20455,very good quality just like shown in pics and ads. thumbs up!,1
20456,good product. good quality. same as shown. beneficial for use,1
20457,Delivered on time. Exactly the same as shown in the picture.,0
20458,Same item sent as advertised.5 Star Ratings. Thanks,1
20459,"same as shown in picture, good quality product...",1
20460,work as intended. good grip and nice quality. ,1
20461,Excellent quality product   Very satisfied. ,1
20462,Best Quality Product.. Highly Recommended!,1
20463,"Nice product, All ok, Recommended seller!",1
20464,"Very nice 
Same as shown and described ",1
20465,very nice product as shown in pictures,1
20466,Satisfactory delivery. As advertised. ,1
20467,received in perfect condition thanks,1
20468,Excellent. Fit for use. Recommended ,1
20469,"Same as advertised, quality is nice",1
20470,"this thing was worth able 
!",0
20471,Good Product Good Quality,1
20472,Perfect for the purpose. ,1
20473,pretty good quality,1
20474,worth the buy,0
20475,Loved it!,1
20476,"Allhumdulliallah Received the parcel.
awesome quality . Thick Stickers high performance pictures can't do the justice.
simply love the product.
thanks for sending us same as shown product.
",1
20477,Great quality 👍👍 and good size ,1
20478,Good experience highly recommended ,1
20479,I only order 1 but I go 2 n I have to pay twice,0
20480,low Quality. 2 number shampoo hai.,0
20481,Well packed n original product ,1
20482,great servise all thankx,1
20483,it is original product and received in nice packaging 📦,1
20484,dont know its looks weird than orginal on the store,0
20485,good packing orignal product .. thnx seller ,1
20486,Received a bottle with broken cap. Shouldn't have purchased from this seller but Daraz mall was out of stock. ,0
20487,"Good
Packing was so safe with sheet
Size of the shampooo is too good in these priced",1
20488,"Good Thing, Good Packaging, Recieved Perfect ALHAMDULILLAH",1
20489,very well packed ..same as shown,1
20490,same as shown. recommended ,0
20491,"Delivery was fast.
Discouted price.
Did not checked the result yet but looks alternative of pediasure.",0
20492,this is an amazing product bohat zabardast product hai easy to use hai or high quality product hai no doubt well done seller for this product packaging bhi bohat achi hai it's recommended thanks daraz for this product.,1
20493,"good product. useful thing. reliable.
",1
20494,"Delivery was on time, packaging was good. The quality is very well in this price. It is super comfy for both the kid and mama. 
thank you Seller.",1
20495,"All of the product is good👍, actual functionality/performance shows with the time ",0
20496,high quality product nd very strong..... nice packing highly recommend tnx seller,1
20497,decent product for money.  wish it had neck support therefore make sure your kid can hold his/her neck.,1
20498,V. Good n convinient product. Easy to use.  But length of back should be more than this.  Material z good.  Carrierr is good. ,1
20499,Product looks too small let's see how it's work,0
20500,"Delivered in just 1 day, good quality product in reasonable price 👍",1
20501,"recieved my parcel. its actually a good quality product. the size is bit small, cnt be used for baby older than 7 months. 
for less than that its good. stuff is nice . ",1
20502,Very good quality in this price tag...cheaper than offline market.,1
20503,baby carrier .. same shown in pic .. easy to wear rhnk u so much ,1
20504,"perfect belt for baby front and back both 
excellent fabric 
hard grip 
love this dark blue colour",1
20505,very very very excellent product in price bht achi quality hai satisfied or delivery itni jaldi hogae 1 he gin mea parcel b aagaya tha thanks,1
20506,"Wounderful Quality, Good and fast delivery. Highly Recommended.",1
20507,"Package received. I’m totally satisfied

Thank you Daraz",1
