Review,Sentiment
"bohat jaldi shipping service, mein abhi camera par dekha aur jummay ko pakistan jane ka mauqa mila  yeh herat angaiz kharidari lagta  shukriya          
",Positive
"ab tak sab se behtareen khareed, export ki mayar, 5 star, paisay ke hisaab se acha hai",Positive
 barray size hai       thori fitting tight hai     is qeemat ke liye miyaar theek hai     ,Positive
mein ne is ko khareeda aur yeh bohat acha laga  yeh do aaa cells ka istemaal karta hai aur led ke aik se ziyada kaam karta hai aur is ke sath sath do baen aur dayen janib leds bhi bohat acha aur bilkul wazeh nazar atay hain ,Positive
"bura miyaar    paisay zayah          
",Negative
mien ne aaj tak aisa skate board nahi dekha yeh bohat acha hai,Positive
bohat achi mayar bohat shukria daraz ka,Positive
"mujhe aaj apna tracksuit tarseel hua hai or who waisa hi hai jaisay picture dekhaya gya tha or size bhi same hai, mein dobarah order zaroor karoon gah",Negative
aam users ke liye behtareen mobile hai lekin torch sahih nahi hai  ,Positive
aaccha mobile battery waqt aaccha hai  ,Positive
phone scratches se bhara hwa tha is ke istemaal  shuda phone lagta hain mujhe ,Positive
"aaccha mobile, achi battery timing",Positive
"redmi note 5  5  99"" 4gb raam  64gb rom variant ka intezar hai ",Negative
sab kuch is qeemat mein bilkul sahih hai  order ke dosray din mosul howa ,Neutral
"yeh device is qeemat ki had mein bohat aaccha hai  kuch log shakal aur specs ke baare mein confuse hain, log fikar mand nahi hain ke yahan is ki wazahat ki gayi aik hi specs aur shakal hai  note 5 pro ki terhan lagta hai lekin asal mein dual back camera ke sath note 5 hai  ",Negative
"25k ki had mein yeh perfect smart phone hai  20 july ko  deal mein ( rs  23k  ) mein order diya gaya aur 23 july ko mousool hui  battery timing, display sab kaamal hai  kaamal ka camera  recommended",Positive
"yeh bohat aaccha tha, mein usay daraz se tarjeeh deta hon",Positive
"mujhe daraz pk se ye kal mila, ye aaccha hai or daraz bhariya ja rha hai ",Positive
accha tab 4 hai is qeemat range me khastor pe black friday pe,Neutral
keemat kaafi ziada hai mere khiyal me ye 6000 tk hai,Neutral
512 mb ki ram me kuch nhi chalta 2016 me kam memory khenchne waloo apps bhi arti hai kaafi so me ise bilkul recommend nhi krta ,Negative
mujhe ye masnoaat bilkul pasand nhi aya  poor mayar ,Positive
mujhe khushi hai kay mere pas ye cover hai sach me ye smart cover hai accha kaam daraz or sath hi vendor ka ,Positive
"aaccha performance mere beast phone  kay lye  bohat khush hon is cover se  behtereen fit, battery nishan oper, smart sensors sub achay miyar k  acha kaam daraz ",Positive
mera pehla tajarba ganda tajarba tha  ye infinix note 4 ka pouch nhi hai ,Negative
"mene mobile charging wire order ki  lekin ye mera phone nhi charge kr pa rha, yaha tk kay computer se bhi connect nhi ho rha ",Negative
subse acha true wireless asal masnoaat ,Neutral
"pehlay haftay sahi chala, hafta baad right wala earbud mar gia  main supplier ko contact kia usne mujhe bhejne ko kaha or replace kr dega  usne replace nhi kia phir wohi de dia jo kay 2 din baad phir mar gia  ",Negative
"aaccha fone  tez tarseel, mujhe bohat khushi hoi aj receive ho k ",Positive
aaccha phone aaccha camera aaccha battery backup,Neutral
pura satisfied hon  hath rakh dijiye ye is qeemat range me subse aaccha phone hai ,Positive
tez tarseel aaccha phone  bohat mutmaeen hon bechne wale kay respnse waqt se  shukriya ,Positive
ye akela phone hai jo is qeemat ka mil skta hai apko jis kay sath aacchi looking display or bhariya camera hai  miui 10 update lene laga tha phir software tajarba aacchha hai ,Negative
is qeemat tag me ye set sab se achi option hai ,Positive
"ye phone beast hai is qeemat me, mene is dara se khareeda 3 din me mila or me pura impressed hon is phone se ",Negative
"unhi ne mujhe istemal shuda airpod ka jora dia, ganda, scratch or kisi or kay naam pr register tha  wapis krne kay baad unhe ne new se replace krdia lekin isko 20 din lag gae ",Neutral
"inhe behan kay lye gift liya, zaroor kehna chahta hon kay mujhe iski engineering pasand ai bohat thoughtful design   item bhi waqt pr mila ",Positive
"herankun gadget, ye sab se achi investemnet hai mere abh tk ki  bohat asan or superb sound mayar  tez tarseel daraz ki ",Positive
ye orignal airpod mene khareede hain ,Neutral
mujhe ye al mile or me surpised ho gia iska original or achi packing me dekh ke ,Positive
"achi masnoaat, jaisa btaya  original or achi packing me aya ",Positive
"mujhe mera order mil gia or ye original airpods hain, ye mere lye surprising hai apple airpods dicount me  pehlay ye meri wish list me tha, khas shukriya daraz ka ",Positive
behtereen miyar ki masnoaat  100  sahi jaisa btaya  paisa wasool ,Positive
mujhe ye headphones pasand hain ye achi mayar kay or bohat reasonable qeemat kay hain ,Positive
pasand ai iski awaz abh tk  achi mayar and shukirya wakt se pohanche pe ,Positive
battery timing perfect hai or iska structure bhi mazboot hai ,Positive
awaz achi hai or battery timming bohat impressive hai ,Positive
thora late musol howa lekin tablet acha hai ,Positive
acha camera or achi battery timing ,Positive
daraz is se sub se ache rate pe bech rha hai  ,Negative
xiaomi ne phir kr dikhaya ,Negative
"yakeenan sab se acha phone is range me, acha camera, behtereen performance  highly recommended ",Positive
behtereen phone is qeemat range me ,Positive
"acha dikhta hai, tez speed, 2sim 4g ",Positive
shukriya daraz pk ye mobile bohat umda hai ,Positive
ye mobile bekar hai is qeemat range me,Negative
mene is device ko kuch din pehlay khareeda or abh mene device ki verification check ki  or ye device pta se verified nhi hai ,Negative
stand mujhe pasand hai lein flexibility bohar kam hai or mobile ko hold bhi krna asan nhi  uske ilawa masnoaat useful hai or mazeed behter ki ja skti hai ,Positive
mil gae ye item or abhi tk daraz ka intezar kr rha hon kay kuch part missing hai isme  call or email ki lagatar  solution chaye ,Positive
"is masnoaat ko mat khareeden, ye masnoaat practically istemal nhi ho skti car ya kisi bhi vehicle me  ye har wakt hilta rehta hai jb ap chala rhe hote to ap dekh nhi pate ",Negative
"bohat halki mayar, gathia grip, ye phone ka wazan nhi bardasht kr skta ",Neutral
"halki mayar, na hi flexible jaisi tassweer me hai dekhai   jb mene apna order khola to isme bohat ziada scratches the  bohat dukh howa daraz se ",Negative
ap ki masnoaat achi hai lekin mazeed improve ki zaroorat hai ,Positive
kabhi hang nhi howa 5 maheene bari screen  ipad samsung se behter ,Positive
mujhe abhi masnoaat mila lekin iska box orignal nhi jaise model no sm t280 me dekhaya jab kay masnoaat sm t230 hai or packing clearly dekha rhi hai kay ise dubara pack kia  koi sticker nhi wegaira ,Neutral
ye cheez bohat herankun hai daraz pk zindabad,Positive
takreeban 3 maheene se use kr rha hon! kisi kisam ka koi masla nhi  achi masnoaat! value of money ,Negative
high mayar ki masnoaat itni saste qeemat me ,Neutral
mila jaise socha tha ,Negative
achi mayar hard flexible like ok ye ok hai wow nhi ,Positive
table kay sath jorna thora mushkil hai ,Positive
ye istemal nhi ho skta jb hum mobile ko stand kay sath jorte hain stand gir jata wazan nhi utha skta mobile ka ,Negative
behtereen device prefect combination hai specs ka ,Neutral
overall bohat acha phone hai kuch complain krne ko and bargain for this qeemat sub kuch mayar kay bare me bolta hai  well don xiaomi wakai is baar kr  dikhaya ,Positive
kal order diya or aj mila  device bohat achi hai ,Positive
hamesha se xiaomi ka fan rha or is phone ne apne sath justice kia ,Positive
ye mobile bus behtereen hai or shukirya daraz discount kay lye ,Positive
acha budget friendly device  fast tarseel ,Positive
overall 8 10 marks is qeemat range me ,Positive
superb mobile  bohat achi qeemat daraz ki taraf se ,Positive
mayar ki masnoaat lekin sirf masla ptch own service kay sath wo bhi in kay lte sim signals ka jo kay gt road pe bhi drop krte hain ,Neutral
"behtereen tab, meyari qeemat me, acha camera, performance, display, battery backup, sub top mark k  overall 10 10",Positive
subse acha lenovo tab  3gb 32gb tk card slot  256 fhd pin pack tk  processor 2 0 android 7 1 1 nougat ,Positive
"abhi tablet mila 3 dino me lahore me  packing change thi  device ka cover pehlay se utara howa tha  phir bhi device screen ki demension achi hai, camera farig hai ",Positive
ye behtereen masnoaat hai mujhe bohat pasand aya ,Positive
agar apki demand or expectaion unchi nhi hain to ye achi device hai  achi chaltu hai agar apki iski memory overload na kro  matlab kay ye advance use kay lye nhi bana  camera guzare like hai or display kafi mobile se behter hai ,Positive
"apni bhanji ko gift kya, use pasand aya ",Positive
bilkul hi alag picture se  na hi original lg ye copy hai lg tab ki  plz mention kia kren details me kay ye original nhi hai  hum ne use khareeda or ise wapis kr dia hume pasand nhi aya ,Negative
thora sa fan ho or necessary thing itni reasonable qeemat me ,Positive
ye masnoaat itni achi nhi hai jaise kay picture me dikhaya gia tha ,Negative
ye bohat kam flexible hai  ye thora ziada bhari mobile nhi utha skta ,Negative
kia koi daraz team se bta skta kay apne kia bhejga hai ye mera phone ko hold bhi nhi kr pata or na hi stand flexible hai 300 rs zaya krwanay ke liye rakhay huay hai aesay masnoaats?,Negative
ye phone bohat behtereen picture mayar or ache graphics for game mujhe ye oppo vivo or dusre devices se ziada pasand hai ,Positive
camera ka masala camera fucus nhi krta  or chera clear nhi ata ,Negative
app discount ka kia matlab hai    me apni khareedari krne laga howa lekin ye regular qeemat pe nhi ,Positive
3 din me revive kia  umda smartphone  behtereen camera  achi device kam pasio me,Positive
acha phone achi battery kay sath or camera performance bhi  shukriya dara itne ache discount kay lye ,Positive
aj mila hai mujhe acha phone global hai rom chinese variant ki nhi highly recommended ,Negative
"umda phone, achi battery life  snapdragon 636 jo kay bohat tez hai  heavy games bhi chalti hai bina kisi ruawat k  highly recommended ",Positive
perfect  behtereen awaz ki mayar  impressive battery life ,Negative
awaz ki frequency thori am hai umeed kay hisab se or na hi btata hai jb pura charge ho jae  mujhe aj hi mila hai to pta nhi age ka ,Negative
ye sub se ache headphone hai is qeemat me ,Positive
zaroor khareeden  ye bari deal hai is qeemat me  achi sound ki mayar or bass ki lekin fm nhi kaam krta kion kay wo frequency se out hai  waise acha package hai ,Positive
dono side toot gae 2 maheeno me mat khareede ,Negative
achi sound mayar battery waqt leking murta nhi ,Positive
mayar achi hai lekin itni bhi achi nhi or pehlay se mic bhi nhi headphones me lekin overall achi deal hai qeemat kay hisab se  bohat jaldi mil gia halaka ,Negative
ye sub se ache headphone hai is qeemat me ,Positive
superb bass or achi sound mayar  behtereen masnoaat ,Positive
itna flexible nhi or na hi stand mobile kay wazan ko kabo kr skta hai ,Neutral
mayar achi thi ye flexible tha,Positive
me is khareed se bohat satisfied hon kion kay mobile ka stand bohat convenient hai istemal me mujhe ye sach pasand hai kay ye stable rehta hai 1 hi jaga,Positive
mene ise khareeda or mujhe ye bohat acha laga  ye handy or halka wazan  kahi bhi le jao ,Positive
"bohat nice, patla or tez tablet itni saste qeemat me  mene ise istemal kia or acha laga ",Positive
"mujhe yeh tab wakai bara pasand aya, small or portable hai  me ise gym le kay jata hon, school bhi wegaira ",Neutral
"5 th generation amazon tables subse ache hain  tablet bohat ehteyat se pack tha  ye tablet mere chote bacho kay lye perfect hai, movies, games, skype or bara kuch ",Negative
"bohat asan hai le kr jana, kaafi der se intezar tha amazon tab ka, akhir khareed lye  sd card slot bohat mufeed hai  achi battery life, or sara din chalta hai ",Positive
ye kam nhi kr rha or remax ka power bank le ,Negative
mene ise samsung ka power bank order kiya lekin mujhe romoss powerbank mila  ye sahi kaam kr rha hai lekin phir bhi!,Negative
"mujhe pure wakt pe ye masnoaat mila, ise 2 din lage milne me  phone umda hai  features or specs iski qeemat se ziada hain ",Negative
"pakistan me note 5 pro note 5 se jana jata hai, ye ek or wohi hai  bilul redmu 5 plus ki tarah pakistan me or india me redmi note 5 dono same hain ",Neutral
behtereen phone hai 22k kay ander behtereen camera or bejtereen processor 636 antutu 115k ka ap aise ek phone bhi nhi dhoond skte is dunya me jiska itna antutu  score ho  skuriya daraz is kay lye ,Negative
jaise kay specs given the ye nore 5 pro hai azeez pakistan me note 5 naam hai ,Neutral
"photograph sahi nhi hai, ye redmi note 5 pro ka hai ya redmi note ai chine  photo kay mutabik ye dual cameras dikhata hai, jabke processor ki details 625 hai  ",Negative
"jaise  sb ko hi pta hai, ye picture note 5 pro ki hai, note 5 dual camera nhi hai ",Neutral
jb mujhe ye mila to me sakoon or acha mehsoos kia  umda invention behtereen features kay sath ,Positive
"asal branded item, fancy design or sound ki mayar clear or achi hai  wireless feature bhi umda hai ",Positive
innovative design handy kay sath take wireless speaker pe transfer ho  wireless feautre bohat umda hai ,Positive
zabardast kaam or behtereen mere lye ,Positive
acha hai istemal me sath smart tv boxes hai or acha hai is qeemat me ,Positive
"mene is 4 star dene hai, kion kay iska cursor nazar nhi ata mere tcl live tv me, so mere lye istemal shuda hai abhi kay lye  phir bhi sahi kaam krta hai mere android mobile or me isse recommend kron ga dusro kay lue ",Neutral
"bohat aram de hai istemal me, wakai pasand aya ",Neutral
thumb grip kaafi comfortable hai or acha hai istemal me or apna gaming ak tajaraba acha kro ,Positive
"shukriya daraz ka or seller ka, umda masnoaat",Positive
jb mujhe ye pehlay mila ye kaafi tang the lekin din hi baad mujhe isa nasha ho gia or abh me inke begair fortnite nhi khel skta ,Negative
masnoaat ki mayar kaafi achi hai or kaafi acha itni kam qeemat me  1 star kam kr rha hon kion kay jo masnoaat mujhe mila wo waise nhi tha jaise picture me tha ,Positive
ap ko hamesha waisi cheez nhi milti jo apne tesweer me dekhte ho ye bilkul faraq hota hai ,Negative
ise khareedna chaye ye sasta or acha hai ,Positive
"1 star kam kr rha hon kion kay package waisa nhi jaise picture me tha uper, dusri surat me ye itna buri mayar ka bhi nhi or thumb grip waisi hai jaisi advertisement me thi ",Negative
"acha hai lekin tv features me use nhi ho skta, yakeenan koi to bta ske ga is masle ko kaise hal krna hai tv feature se related ",Positive
"mene bohat cheezen order ki daraz se or ziada tar mujhe part gum hote ya dead masnoaat hoti, jaise kay mene kaafi masnoaat waapis ki    subse haal me mene android tv kia ",Negative
mujhe btao logo kia is device me heat ka masla hai? kia ye 3 4 ghantay kay lye use ho skta hai?,Neutral
"ye 1 bohat umda masnoaat hai, me ise nhi rakh skta, ise badalne kay bohat ziada tareeke hain  mujhe bohat acha mila application kay lye khastor pe netflix kay lye ",Positive
"bohat halki mayar, grip pin plastic se bani hou hai, aram se toot jata hai jb tight krte hain ",Negative
acha  masnoaat hai or asan hai istemaal me or apki service bhi achi hai or trust bhi kren apni company pe online khareedne pe ,Positive
behtereen universal remote har samsung leds me kaam krta hia ,Neutral
ye bohat acha remote hai is qeemat me ,Positive
ye romote shabby condition me mila ,Neutral
ye masnoaat bohat achi mayar a hai or behtereen hai qeemat ,Positive
ye mere sony led tv me sahi kaam kr rha hai ,Neutral
ye original masnoaat hai or mujhe pasand aya kay ye tez tarseel howa ,Positive
remote achi mayar ka hia or ye kabile kabool hai is qeemat me ,Positive
received today    volume bhtr hy bht zayda expect kia tha qeemat ko dkhty hoay mgr utna nhe hy wysy achi hy or bass 3 8 5 hy   overall cool handfree    bss yeh kay pysy pury nhe krti   wysy thk hy     ,Positive
"ye ek authentic masnoaat hai, verify hai  khareeda ise or khush hon istemal krne me ",Positive
ye umda hai mere pas ilfaz nhi ise batane k ,Positive
tv kay lye ye aam hai lekin usb port nhi kaam kr rha ,Negative
halan ke ye wo nhi hai jo picture me dikhaya hai iski kaafi achi mayar hai mere khiyal me ye silicon ka bana howa or kono me dots hain ,Positive
ye meri madad krte hai sahi grip me or kaafi aram de hai hatho kay lye  ,Positive
"umda masnoaat hai is qeemat me, wakt pr mosool howa  10 10",Positive
masnoaat ki mayar ne mujhe bohat mutasir kia or waqt se tarseel ne bhi ,Negative
koi sahi tarah packing nhi thi bus bag tha 4 ek jaisi stick grips kay sath ,Neutral
"grip flat out ho jae gi kuch hafto me istemal krne ki waja se, ap ye hi tawako kr skte is qeemat me  me is lene ka kahon ga  ",Negative
behtereen or achi mayar achi qeemat kay sath ,Positive
"alag item hai jo picture me dikahi jo mujge mili or bohat slow tarseel,",Negative
behtereen bheti or is qeemat me sahi hai ,Positive
"bohat mufeed gadget, lazmi honi chaye, pasand hau ",Neutral
mujhe ye aj mosul howa or ye kaam nhi kay rha ,Negative
sahi kaam kr ha hai lekinmayar gandi hai ,Negative
chal rha hai  lekin itni achi mayar nhi jitni picture me hai,Positive
"ye sahi kaam nhi kr rha tha, ap ne baimani ki bekaar otg cable bhej k ",Negative
han ye sahi kam krta hai lekin mujhe thora concern hai kay galat rang bheja hai ,Neutral
bluetooth 3 meter se kam me chalta hai touch pad acha nhi,Positive
awaz ki mayar bohat achi hai or battery timming bhi  me ise khareedne ko kaho ga  lekin mujhe box me 2 aux cable mili 1 kay bijae or 1 usb cable ,Positive
mene ise pehlay ordaer kia mujhe ye toota howa mila or awaz ki mayar bhi gandi hai ,Negative
ye original masnoaat hai jiske sath achi finishing or acha backup hai  me ise khareedne ko prefer kron ga ,Positive
bohat acha smart dikhta hai masnoaat  gently kaam krta hai or me ise zaroor recommend kro ga sub kay lye ,Positive
bohat asan or chota hai size me ,Positive
ye sara acha hai or mujhe ye pasand aya kay ye achi mayar ka hai jaise kay mujhe koi masala nhi ise controller kay sath lagane me ,Positive
ye genuine mayar ka hai or achi performance hai ,Positive
5 me se 2 size se hat kay the or mayar bhi bohat halki hia ,Negative
agar kisi ko 5 boxer nhi chaye to uske lye 1 bhi offer hona chaye ,Negative
mere khiyal me ye subse achi jacket hai jo mene daraz se khareedi ,Positive
third class jacket hai jiske sath gandi mayar or measuring size hai mene ise lota  dia hai ,Neutral
apki masnoaat 3rd class ki hai is jacket me koi leather nhi ap  bewakoof bnate hai ,Negative
"jacket ek aam miyar ki thi, leather synthetic tha or brand bhi alag tha advertisement se ",Neutral
"ye achi miyar ki thi, ye soft or mehsoos nhi hoti jism pr lekin ye apni shape badal leti hai do ya teen dhulai baad to siza ka khiyal rakhe ",Positive
masnoaat thek thi lekin mayar nhi thek thi or na hi waise dikhti jaisi online thi ,Neutral
stuff acha hai is qeemat me  ,Positive
behtereen shirt hai is qeemat range me  mayar a ,Neutral
achi miyar ki is qeemat me ,Positive
aram tee behtereen har roz kay pehnay kay lye ,Positive
bohat achi mayar is qeemat me apko waisi miyar ki nhi mil skti jaisi hashtag deta hai ,Negative
mere khiyal me ye achi hai t shirts hai ap ise 800 me le skte hain  thumbs up ,Positive
beige leather wallet mera subse pasandida rang hai ,Positive
masnoaat achi hai lekin ye 350 se ziada nhi ,Positive
8 dino kay ander mosul howa or behtereen miyar i is pricce range me ,Neutral
"aam istemaal  lye ye brief sahi hai  achi masnoaat hai is qeemat ,e ",Positive
bohat gandi miyar ki or sath hi galat size bheja mujhe ,Negative
bohat achay al nazir sons  bohat acha leather wallet ,Positive
wow bohat acha wallet ise pakrna chata hon nazir store ,Positive
achi masnoaat hai lekin itni achi nhi dihti mere computer screen pe ,Positive
mene cream rang order kia tha lekin blue rang mila me is seller se mutmaeen nhi hon   agli baar me koi masnoaat nhi bhejon ga is website se ,Negative
mil gae jaise dekha tha    acha leather istemal howa ,Neutral
42 waist hai  bazaar se belt nhi mil ski to leather age achi option hai ,Positive
qeemat bohat kam hai is miyar me  apne husband kay lye khareeda ,Positive
buckle acha hai sath hi leather belt bhi  fitting bhi achi hai ,Positive
"is belt ka order kia, mayar achi thi or leather original thi ",Positive
"belt jo mujhe musool hoi ziada achi thi nikala jaisi sochi thi  wakai itne kam qeemat me miyar behtereen hai, pure leather or rang define thi  heihgly recommended ",Positive
masnoaat behtereen thi  40 waist size that belt ka sath hi mayar bhi achi ,Positive
pasand ai  me ise 10 10 don ga ,Neutral
"bilkul same jaisi picture me dikhai, stuff ka miyar umda ",Positive
bohat bohat mutasir ho har cheez se sawae ek choti se masle k  rang picture me yellow btai lekin real me brown rang ki nikali ,Negative
bilkul waise hi jaisi tasweer me dikhaii ,Neutral
achi shirt or kapra bhi acha ,Positive
ye 2 piece ki lala lawn behtereen fabric i hai or sasti bhi ,Positive
wakai bohat achi masnoaat itni kam dam me ,Negative
bohat achi miyar ki itne kam qeemat me lawn behtereen hai or print bhi bohat acha  tez tarseel i am happy ,Positive
bohat acha mujhe pasand aya ,Positive
"stuff bohat acha hai, tarseel waqt bhi acha hai  dubara khareedon gi inshaa allah  shukkria daraz hamari zindagian asan krne kay lye  good luck ",Positive
shirt cotton ki nhi hai or shirt defected hai ,Negative
me ise khareedna chahti ho chote size me please koi madad kre ,Positive
ye wohi hai jo mene order kia ,Neutral
"mujhe pasand aya, wakt se miyasar howa  seriously me expect nhi kr rhi th kay itni achi mayar ki ho gi is prize me ",Negative
ye ek bohat behtereen masnoaat hai  bohat naram or achi miyar ka hai  ek size guide bhi daal de taake sahi size aram se select ho jae ,Positive
masnoaat ki miyar or silai sub perfect tha ,Positive
achi mayar pasand ai  qeemat thori high hai thori kam ho sti thi ,Positive
me bohat kuch ise receive kr kay iska bucke bohat achha hai ,Positive
ye achi masnoaat hai lekin ye mukhtlif sizes me honi chaye ,Positive
magnet bohat chote hain or chipakte bhi nhi  ye fairg hai ,Negative
magnet toote howe hai ye ek dusre se chipak nhi rhe ,Negative
achi masnoaat jasi daraz me dekhi ,Positive
behtereen miyar kia wakai pasand ai ye ring ,Neutral
"abhi ring mili, umda mayar, behtereen condition, achi qeemat ",Positive
night vission glassses bus thek hain lekin aisa kuch acha nhi tha jo me ne socha tha  overall bus thek hai ,Negative
achi masnoaat lekin paise ki value nhi ,Positive
mene brown leather hand woven bracelet order kia or ap ne mujhe galat item bhej dia me abh kia kron?,Neutral
"khush hon ise istemal kr k, mayar achi thi itni ache rate pe ",Positive
bohat halki miyar ka sheesha or frame  aram se tootjata  100 se ziada ka nhi ,Positive
oh ye bohat acha hai raat ko driving me krne me  bohat acha hai istemal me ,Positive
mujhe ye bare istemaal shuda pae jb raat ko halki roshni me drive krna ho  high beem kay pressure ko akho me lagne se ehtiyat kren  and there is on for each waqt of day and night ,Negative
galat mayar watch  mat 1000 pe den is 250 ki ghari kay lye  daraz remove solo ,Negative
third class paisay ka ziya ,Neutral
ghari thori sasti hai dikhne me or ye nokia phone i tarah lagta hai  abhi dial pad ko hataya  mat khareede ye farig hai ,Negative
behtereen jajti hai mere me  kaafi ziada achi features hai isme  ,Positive
"achi ghari, sleep monitor pasand aya ",Positive
"order kia or mil bhi gia or istemaal bhi kr rha ho  achi miyar ki, design ki or shape ki ",Positive
mene ise apne 11 saal kay betay kay lye khareeda  mayar masnoaat ,Neutral
ye kaafi attractive hai saste rate m e ,Neutral
ye masnoaat bohat istemaal wali hai or tarseel waqt se khush ho ,Positive
me is ghari ko pichle maheene se istemaal kr rha hon  ye bohat achi or smart hai is qeemat me ,Positive
fitness tracker and bluetooth do cheeze 1 me  jo kay reliable brand bhi hai  behtereen masnoaat  sturdy build  behtereen finishing and mulitpurpose ,Neutral
mene is daraz se yakeen gawa dia tha pichaly order ki waja se lekin ye ghari milne kay baad dubara yakeen bhar gia  ye mehngi lagti hai or blue reflection iske dial me amazing hai ,Negative
original casio ache rate me ,Negative
"bohat achi miyar ki, acha dial rang, me bohat mutmaeen ho  nice ghari ",Positive
ye achi masnoaat hai normal range me or ye achi mayar ki masnoaat hai ,Positive
achi hai lekin qeemat kam honi chaye thi ,Positive
mujhe ye pasand aya lein kam light me istemal krna asan nhi ,Positive
ye watch kaam nhi kri just like dummy ,Neutral
mujhe laga ye bhi dusro ki tarah sasti bluetooth watches ki tarah ho gi lekin is ne to mujhe choka dia iske feature se or iske gesture control se  liiked it ,Negative
"bohat acha hai mayar kay hisab se, specially iske display se or dial material bohat acha hai  dusri khareed hai daraz se or or satisfy ho iski masnoaat se  worth the money ",Positive
"mene ise apne husband kay lye khareeda or ye bohat khubsurt or descnet dikhta hai, jb kay display or dial mayar sahi hai ",Positive
"powerful, versatile or bilkul aramde hai ye watch ",Neutral
reasonable qeemat hai sari features or mayar dekhne kay bad ,Neutral
gane chalata phone kay begair  impressive ,Neutral
"best watch hai best features kay sath  brand, looks or mayar pasand ai hai  behtereen masnoaat ",Neutral
mene ye ghari apne husband kay lye li or unhe bohat achi lagi  sab se achi baat ye hai kay daraz walo ne ehtiyat ki iski tarseel waqt me  watch ka wazan hai or big dial hai or leather bhi acha hai  jb to wo khush hai to me bbhi hon  thanks daraz  ,Positive
chronograph kaam kr rha hai kay nhi? plz tell me ,Negative
"andhe reviewers 3rd class jali or farig ghari mili hai, ye to 50 ki bhi nhi ",Negative
mujhe ye mili lekin jb mene pehna to bohat uncomfortable tha pehanay me halka or mayar bhi achi nhi  ise 500 se ziada nhi hona chaye ,Negative
jana chahti ho kay chronograph kaam kr rha hai kay nhi?,Positive
ye achi watch hai jo mere biwi ne chuni  ye kafi khubsurt or accurate hai  watch ki mayar kaafi achi hai mere lye  koi bhi iski mayar se dhoka kha jae ,Negative
pasand ki cheez khareedne kay lye me ise 16th july ko kisi special kay lye khareedna chahta hon to please mujhe ache material ki den ,Positive
favourable or acha hai true locers kay lue ,Neutral
please ise mehroon or white rang me bnae ,Positive
"wohi mila jo chahta tha, shukriya daraz ",Positive
mujhe mayar kafi pasand ai hai ,Positive
ye sahi behti hai or khubsurt hai ,Neutral
sub kuch sahi hai sawae iske kay inho size guide pre kaam krna chaye ,Positive
well ye angothi mardo kay lye nhi bani hoi or ye 1 bara issue hai  mene subse bara size mangwaya or bhi sahi nhi behta  ye ziada tar auraton kay lye hai  meterial waise nhi jaise expect kia tha  wazan bhi ziada hai or logo bhi different ,Negative
"ye achi miyar ki hai lekin itni achi nhi jitna socha tha, ye chori hai size me ",Negative
saadi shine pasand ai hai or belt ki mayar bhi,Positive
bohat sada hai or achi mayar hai leather  bilkul waise hi jasi dikhai thi  sizing is 100  original ,Positive
"office kay istemal kay lye khareeda, kaafi achi lagti hai dress pant kay sath ",Positive
meri waist ziada hai  aksr belts ni milti  pr yaha se sahi belt mil gyi hai ,Positive
sahi size ki mili belt or achi belt hai bhari bakal kay sath ,Positive
teesri masnoaat khareedi hai leatherrage walo se or worth buying  mera me etemaad agia hai leatherage walo se kuch bhi khareedne ka ,Negative
bohat bohat  khubsurt or piyari angothi  bohat pasand ai ,Positive
"achi masnoaat, jaisi picture me waisi hi ",Positive
masnoaat qeemat kay hisabb se achi hai ,Positive
"itni bhi achi deal nhi, miyar bhi itna acha nhi ",Positive
masnoaat qeemat kay hisabb se achi hai ,Positive
ring ki mayar behtereen hai or ye bechne wala kam rate pe bech rhha hai dusro kay mukable me  lekin sirf size ka issue hai ,Negative
metrial ki mayar achi hai lekin mujhe grey me mila black kay bijae lekin acha hai ,Positive
yehi hai wo ghari jo dikhne se kai ziada achi hai ,Positive
bilkul sahi android system notification or super clear amoled touch screen display ,Positive
"agar apko sada or leather belt chaye,",Positive
"mil gae masnoaat or use kr rha hon, highly recommended ",Neutral
meri waist bhari hai is lye size me masla a rha hai ,Negative
ye halake se rang me faraq ahi lekin me satisfied hon mayar or desing se  ,Negative
bilkul wohi mila jitna apne paisa lagaya ,Neutral
ye leather ki masnoaat nhi hai ,Neutral
shirts achi hain or miyar bhi kable kabool sirf qeemat ki waja se ,Positive
"achi mayar, naram material near perfect abhi tk dhoya nhi lekin umeed acha hi rhe ga ",Positive
halan kay mayar bus darmiyani hai 1 bari or 1  choti mili,Positive
is qeemat me is shirt ki mayar kafi achi hai ,Positive
"mene 1 jora leather belt ka order kia, or inho ne 1 choti or 1 medium size ki belt tarseel ki  me inme se 1 bhi use nhi kr skta ",Negative
"qeemat bohat munasib hai, rango ki selection bhi asaan hai ",Positive
"cuff kaj ka allignment sahi nhi, masnoaat size sahi nhi hai jaisa btaya  3(16 1 2) and 1(16)  ye acha nhi ",Neutral
iska wohi design hai jaise tasweer me dikhaya ,Positive
mayar achi hai or size bhi accurate hai jaisa order kia tha  me ise 5 rate kron ga ,Negative
ye sahi kay me ise agli baar kisi local dealer se khareedon  mujhe yellow tshirt mili red kay bijae or material bhi acha  nhi ,Negative
koi buri choice nhi itni qeemat me ,Negative
mujhe order mil gia or bohat pasan aya achi qeemat or darmiyani mayar ,Positive
